pub_date	title	venue	excerpt	citation	url_slug	paper_url	slides_url
2025-05-11	MRSAudio: A Large-Scale Multimodal Recorded Spatial Audio Dataset with Refined Annotations	NeurIPS 2025 Datasets and Benchmarks Track	A large-scale multimodal recorded spatial audio dataset with refined annotations.	Wenxiang Guo, Changhao Pan, Zhiyuan Zhu, Xintong Hu, Yu Zhang, Li Tang, Rui Yang, Han Wang, Zongbao Zhang, Yuhan Wang, Yixuan Chen, Hankun Xu, Ke Xu, PengFei Fan, ZheTao Chen, Yanhao Yu, Qiange Huang, Fei Wu, Zhou Zhao. (2025). "MRSAudio: A Large-Scale Multimodal Recorded Spatial Audio Dataset with Refined Annotations." <i>NeurIPS 2025 Datasets and Benchmarks Track</i>.	mrsaudio-a-large-scale-multimodal-recorded-spatial-audio-dataset	https://openreview.net/pdf?id=p2pRiDwjDa
2025-07-05	A Multimodal Evaluation Framework for Spatial Audio Playback Systems: From Localization to Listener Preference	ACMMM 2025	A multimodal evaluation framework for spatial audio playback systems, covering localization and listener preference.	Changhao Pan, Wenxiang Guo, Yu Zhang, Zhiyuan Zhu, ZheTao Chen, Han Wang, Zhou Zhao. (2025). "A Multimodal Evaluation Framework for Spatial Audio Playback Systems: From Localization to Listener Preference." <i>ACMMM 2025</i>.	a-multimodal-evaluation-framework-for-spatial-audio-playback-systems	https://openreview.net/pdf?id=exYHdzFxMe
